City ID,City,Country,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Werda,BW,-25.2667,23.2833,292.69,40,0,4.39,clear sky
460,Puerto Rico,AR,-26.796,-55.024,287.06,79,0,1.41,clear sky
461,Camocim,BR,-2.9022,-40.8411,298.93,86,81,3.29,broken clouds
462,Maymyo,MM,22.0333,96.4667,294.39,63,98,0.91,overcast clouds
463,Beringovskiy,RU,63.05,179.3167,272.96,99,100,6.18,snow
464,Matara,LK,5.9485,80.5353,298.68,89,90,1.62,overcast clouds
465,Mislinja,SI,46.4411,15.1956,283.58,79,51,1.31,broken clouds
466,Bengkulu,ID,-3.8004,102.2655,297.91,87,99,0.94,overcast clouds
467,Banff,CA,51.1762,-115.5698,268.36,42,100,3.6,overcast clouds
468,Kautokeino,NO,69.0125,23.0412,260.5,94,37,1.05,scattered clouds
469,Sherbakul,RU,54.6316,72.3963,281.82,52,31,3.32,scattered clouds
470,Los Llanos De Aridane,ES,28.6585,-17.9182,290.01,83,20,7.2,few clouds
471,Vilhena,BR,-12.7406,-60.1458,296.27,94,75,2.06,broken clouds
472,Keti Bandar,PK,24.1447,67.4497,299.37,84,37,5.65,scattered clouds
473,Malakal,SS,9.5334,31.6605,303.85,42,95,0.81,overcast clouds
474,Okha,RU,53.5739,142.9478,271.32,72,34,3.68,scattered clouds
475,Cumaral,CO,4.2708,-73.4867,297.61,82,93,1.95,light rain
476,Vorozhba,UA,51.1733,34.2192,278.51,75,10,2.09,clear sky
477,Newport,GB,51.5877,-2.9984,285.75,85,100,2.2,overcast clouds
478,Senneterre,CA,48.3835,-77.2328,278.41,72,90,6.1,overcast clouds
479,Kralendijk,BQ,12.15,-68.2667,301.14,69,20,10.29,few clouds
480,Beloha,MG,-25.1667,45.05,296.87,79,84,2.51,broken clouds
481,Nuuk,GL,64.1835,-51.7216,268.49,68,75,7.72,broken clouds
482,Tungor,RU,53.3808,142.9564,271.98,68,40,3.44,scattered clouds
483,Sargur,IN,11.9833,76.4167,294.17,77,99,2.58,overcast clouds
484,Hearst,CA,49.6835,-83.6665,273.29,72,68,4.79,broken clouds
485,Bridlington,GB,54.0831,-0.1919,284.82,93,99,4.18,overcast clouds
486,Uromi,NG,6.7,6.3333,296.31,86,60,1.69,broken clouds
487,Bundaberg,AU,-24.85,152.35,294.94,75,16,4.63,few clouds
488,Phulji,PK,26.8825,67.6807,303.86,8,0,3.06,clear sky
489,Mecca,SA,21.4267,39.8261,300.06,47,16,1.05,few clouds
490,Sibolga,ID,1.7427,98.7792,297.82,88,90,1.27,overcast clouds
491,Brae,GB,60.3964,-1.353,279.25,80,100,4.3,overcast clouds
492,Dukat,RU,62.55,155.55,260.86,85,100,2.19,overcast clouds
493,Obo,CF,5.3998,26.4869,293.8,96,100,2.21,overcast clouds
494,Colac,AU,-38.3333,143.5833,289.72,54,100,2.42,light rain
495,Wajir,KE,1.7471,40.0573,299.57,74,96,4.5,overcast clouds
496,Athens,GR,37.9795,23.7162,288.24,53,0,0.89,clear sky
497,Pumiao,CN,22.75,108.4833,297.37,85,13,4.06,few clouds
498,Ayan,RU,56.45,138.1667,270.33,71,5,1.29,clear sky
499,Loandjili,CG,-4.7561,11.8578,298.77,88,100,1.19,overcast clouds
500,Bangolo,CI,7.0069,-7.475,295.07,94,94,0.22,overcast clouds
501,Anzio,IT,41.4853,12.6179,290.54,66,100,1.94,overcast clouds
502,Karacakoy,TR,41.4029,28.3834,282.97,58,2,1.08,clear sky
503,Sao Felix Do Xingu,BR,-6.6447,-51.995,296.9,94,89,1.24,overcast clouds
504,Mitsamiouli,KM,-11.3847,43.2844,300.75,77,48,3.69,scattered clouds
505,Waingapu,ID,-9.6567,120.2641,299.81,79,65,1.17,broken clouds
506,Santa Maria,BR,-29.6842,-53.8069,286.76,72,0,1.54,clear sky
507,Baruun-Urt,MN,46.6806,113.2792,273.72,32,4,4.25,clear sky
508,Savalou,BJ,7.9281,1.9756,298.79,82,92,2.32,overcast clouds
509,Ogulin,HR,45.2661,15.2286,280.15,74,58,2.29,broken clouds
510,Batticaloa,LK,7.7102,81.6924,299.37,86,69,1.97,broken clouds
511,Kharan,PK,28.5833,65.4167,297.38,9,3,2.08,clear sky
512,Naze,JP,28.3667,129.4833,294.66,88,7,5.81,clear sky
513,Rudbar,AF,30.15,62.6,298.49,12,11,0.51,few clouds
514,Sayyan,YE,15.1718,44.3244,287.65,43,11,1.42,few clouds
515,Jasper,US,37.2001,-94.3502,291.06,27,0,8.23,clear sky
516,Lata,PT,40.1629,-8.3327,282.85,94,1,0.7,clear sky
517,Kaveripattinam,IN,12.4207,78.2166,298.99,74,100,1.19,overcast clouds
518,Jalu,LY,29.0331,21.5482,294.99,20,60,9.28,broken clouds
519,Porto Nacional,BR,-10.7081,-48.4172,297.15,86,26,1.12,scattered clouds
520,Narsaq,GL,60.9167,-46.05,277.27,94,61,1.31,broken clouds
521,Praia,CV,14.9215,-23.5087,294.45,73,20,5.66,few clouds
522,Bristol,US,41.8334,-71.1662,289.43,72,75,2.24,broken clouds
523,Mount Gambier,AU,-37.8333,140.7667,286.1,76,100,3.09,overcast clouds
524,Warmbad,NA,-28.45,18.7333,288.53,65,100,6.15,overcast clouds
525,Ancona,IT,43.55,13.1667,286.4,82,100,1.54,overcast clouds
526,Fare,PF,-16.7,-151.0167,301.03,72,16,8.14,light rain
527,Palana,RU,59.1167,159.9667,267.9,94,100,4.85,light snow
528,Omboue,GA,-1.5746,9.2618,298.47,89,73,1.19,broken clouds
529,Bauchi,NG,10.5,10.0,300.95,50,95,3.87,overcast clouds
530,Lannion,FR,48.75,-3.4167,286.45,91,100,3.09,fog
531,Ferrol,ES,43.4832,-8.2369,286.3,82,1,1.92,clear sky
532,Maarianhamina,AX,60.0973,19.9348,276.07,87,75,3.6,broken clouds
533,Santa Isabel,BR,-23.3156,-46.2214,292.76,97,100,2.55,overcast clouds
534,Gat,IL,31.61,34.7642,288.93,69,0,1.98,clear sky
535,Pitimbu,BR,-7.4706,-34.8086,300.48,76,28,5.36,scattered clouds
536,Zhezkazgan,KZ,47.8043,67.7144,286.06,34,1,3.77,clear sky
537,Svilajnac,RS,44.2337,21.1967,283.03,62,0,1.98,clear sky
538,Almenara,BR,-16.1836,-40.6944,299.02,72,81,1.39,light rain
539,Finschhafen,PG,-6.6024,147.8681,302.21,70,35,2.1,scattered clouds
540,Auki,SB,-8.7676,160.7034,302.37,65,86,1.73,overcast clouds
541,Camargo,MX,27.6667,-105.1667,302.61,8,33,2.12,scattered clouds
542,Murfreesboro,US,35.8456,-86.3903,293.1,33,0,0.0,clear sky
543,Cap Malheureux,MU,-19.9842,57.6142,298.97,75,22,4.02,few clouds
544,Campbell River,CA,50.0163,-125.2446,285.15,24,75,4.12,broken clouds
545,Yerofey Pavlovich,RU,53.9667,121.9667,271.99,65,100,1.9,overcast clouds
546,Waipawa,NZ,-41.4122,175.5153,286.19,53,35,1.44,scattered clouds
547,Sao Domingos,BR,-13.3983,-46.3183,295.65,80,100,1.39,moderate rain
548,Onguday,RU,50.75,86.15,273.1,62,0,1.89,clear sky
549,Sao Luis Do Quitunde,BR,-9.3183,-35.5611,299.84,80,12,3.36,few clouds
550,Bukoba,TZ,-1.3317,31.8122,293.02,87,97,2.19,moderate rain
551,Grand Baie,MU,-20.0182,57.5802,298.96,75,19,4.02,few clouds
552,Les Cayes,HT,18.2,-73.75,298.93,75,8,4.23,clear sky
553,Luanda,AO,-8.8368,13.2343,298.43,89,100,2.77,overcast clouds
554,Amapa,BR,1.0,-52.0,296.28,99,99,1.44,very heavy rain
555,Burnie,AU,-41.0667,145.9167,289.77,87,100,3.94,overcast clouds
556,Berezovyy,RU,51.6667,135.7,272.01,74,70,2.98,broken clouds
557,Buraydah,SA,26.326,43.975,298.4,45,100,8.95,overcast clouds
558,Natchitoches,US,31.7668,-93.1335,299.62,33,0,2.57,clear sky
559,Bria,CF,6.5423,21.9863,295.07,90,100,2.04,overcast clouds
560,Abu Samrah,SY,35.3029,37.1841,284.97,33,0,2.34,clear sky
561,Veraval,IN,20.9,70.3667,299.54,74,0,5.48,clear sky
562,Tambun,ID,-6.2641,107.0712,299.09,86,92,1.67,overcast clouds
563,Tandur,IN,17.2333,77.5833,303.49,33,99,4.38,overcast clouds
564,Hambantota,LK,6.1241,81.1185,299.55,85,98,3.3,overcast clouds
565,Innisfail,AU,-17.5333,146.0333,297.7,81,100,4.7,overcast clouds
566,Biltine,TD,14.5333,20.9167,302.9,7,67,5.99,broken clouds
567,Plettenberg Bay,ZA,-34.0527,23.3716,288.29,87,100,4.65,light rain
568,Antalaha,MG,-14.9003,50.2788,297.12,89,13,2.78,few clouds
569,Lakes Entrance,AU,-37.8811,147.981,290.67,59,76,2.76,broken clouds
570,Taree,AU,-31.9,152.4667,292.1,100,40,3.09,scattered clouds
571,Kandrian,PG,-6.2167,149.55,300.69,81,91,1.13,light rain
572,Ambon,ID,-3.6954,128.1814,298.23,94,40,2.06,scattered clouds
573,Longmont,US,40.1672,-105.1019,289.71,19,0,10.8,haze
574,San Carlos De Bariloche,AR,-41.1456,-71.3082,292.01,22,0,3.09,clear sky
575,Sao Cristovao,BR,-11.0147,-37.2064,302.1,74,0,5.14,clear sky
576,Fort Nelson,CA,58.8053,-122.7002,273.92,21,0,0.0,clear sky
577,Bunia,CD,1.5667,30.25,290.03,98,100,1.71,light rain
578,Bilibino,RU,68.0546,166.4372,268.71,85,72,1.98,broken clouds
579,Geraldton,AU,-28.7667,114.6,291.38,72,0,4.63,clear sky
580,Mikhaylovka,RU,50.06,43.2379,281.36,89,100,5.24,overcast clouds
581,Rio Grande,BR,-32.035,-52.0986,290.21,62,1,6.62,clear sky
582,Kharitonovo,RU,61.4009,47.4978,271.86,90,100,2.18,overcast clouds
583,Goderich,CA,43.7501,-81.7165,282.54,49,62,8.23,broken clouds
584,Lyngseidet,NO,69.5763,20.2189,274.15,89,98,2.18,overcast clouds
585,Kuala Terengganu,MY,5.3302,103.1408,299.12,94,20,1.54,few clouds
586,Ovsyanka,RU,55.9575,92.5519,268.83,85,27,1.71,scattered clouds
587,Cariamanga,EC,-4.3333,-79.55,287.08,93,89,1.13,light rain
588,Roncesvalles,CO,4.0108,-75.6049,286.38,94,80,0.52,broken clouds
589,Vitim,RU,59.4511,112.5578,271.91,91,96,4.96,overcast clouds
590,Zhuhai,CN,22.2769,113.5678,297.51,83,40,4.63,scattered clouds
591,Naushki,RU,50.3828,106.1056,273.1,46,0,2.09,clear sky
592,Gazanjyk,TM,39.2446,55.5154,287.47,56,90,3.67,overcast clouds
593,Arrifes,PT,37.7667,-25.7,289.29,88,75,4.63,broken clouds
594,Magadi,IN,12.9667,77.2333,295.29,75,100,2.65,overcast clouds
595,Kedgwick,CA,47.6446,-67.3434,276.92,96,100,3.31,moderate rain
596,Port Lincoln,AU,-34.7333,135.8667,292.71,80,10,3.64,clear sky
597,Phonhong,LA,18.5007,102.4166,298.29,55,39,1.06,scattered clouds
598,Maridi,SS,4.9158,29.4742,293.51,92,100,3.57,light rain
599,Atar,MR,20.5169,-13.0499,297.89,23,0,3.42,clear sky
600,Anadyr,RU,64.75,177.4833,273.43,93,75,10.0,light snow
601,Raubling,DE,47.7905,12.1109,288.49,75,100,1.28,overcast clouds
602,Pustoshka,RU,56.3355,29.369,280.47,78,100,1.08,overcast clouds
603,Mahon,ES,39.8885,4.2658,287.46,82,0,5.66,clear sky
604,Nagato,JP,34.3833,131.2,286.59,87,100,10.26,overcast clouds
605,Oussouye,SN,12.485,-16.5469,295.25,79,9,4.19,clear sky
606,Daru,PG,-9.0763,143.2092,301.67,76,66,2.01,broken clouds
607,South Yuba City,US,39.1166,-121.6391,287.09,92,100,8.75,light rain
608,Tarabha,IN,20.7333,83.65,301.97,45,69,2.87,broken clouds
609,Chumikan,RU,54.7183,135.315,269.9,82,67,5.96,broken clouds
610,Zdvinsk,RU,54.7021,78.661,278.26,68,40,1.8,scattered clouds
611,Nalut,LY,30.3333,10.85,294.03,32,100,7.4,overcast clouds
612,Sao Joao Da Barra,BR,-21.6403,-41.0511,297.36,89,84,5.58,broken clouds
613,Hit,IQ,33.6416,42.8251,289.98,21,16,5.1,few clouds
614,Linkoping,SE,58.4109,15.6216,278.36,94,100,4.63,light intensity drizzle
615,Bilma,NE,18.6853,12.9164,304.0,8,38,4.53,scattered clouds
616,Jinhua,CN,29.1078,119.6547,287.46,90,100,1.3,overcast clouds
617,Bizhbulyak,RU,53.6967,54.2642,278.78,84,72,7.77,broken clouds
618,Kostomuksha,RU,64.571,30.5767,272.65,98,100,3.04,light snow
619,Norden,DE,53.6,7.2,281.48,79,81,5.4,broken clouds
620,Uspenskaya,RU,45.7645,41.067,279.35,89,100,5.62,overcast clouds
621,Poltavka,RU,54.3663,71.7632,282.0,49,27,3.43,scattered clouds
622,Caraballeda,VE,10.6112,-66.8522,302.19,74,20,1.03,few clouds
623,Pangkalanbuun,ID,-2.6833,111.6167,297.11,92,100,0.44,overcast clouds
624,Sirjan,IR,29.452,55.6814,292.12,31,100,3.21,overcast clouds
625,Churapcha,RU,62.0025,132.4325,269.69,85,100,4.74,overcast clouds
626,Benguela,AO,-12.5763,13.4055,298.15,87,92,1.05,overcast clouds
627,Kundgol,IN,15.25,75.25,297.02,83,96,4.17,overcast clouds
628,Lasa,IT,46.6166,10.7002,286.64,84,21,1.16,few clouds
629,Kamaishi,JP,39.2667,141.8833,278.94,95,100,4.08,overcast clouds
630,Khasan,RU,42.4308,130.6434,278.5,58,48,1.52,scattered clouds
631,Tshikapa,CD,-6.4167,20.8,294.51,97,100,0.95,light rain
632,Suhbaatar,MN,50.2314,106.2078,272.89,47,0,2.32,clear sky
633,Maragogi,BR,-9.0122,-35.2225,299.64,77,12,4.5,few clouds
634,Hanna,CA,51.6334,-111.9018,269.18,60,100,5.81,overcast clouds
635,Tianpeng,CN,30.9866,103.9393,285.41,96,100,3.66,moderate rain
636,Loiza,PR,18.4313,-65.8802,300.15,81,40,7.2,scattered clouds
637,Valparaiso,CL,-33.0393,-71.6273,287.86,79,75,4.12,broken clouds
638,Kismayo,SO,-0.3582,42.5454,301.21,80,72,5.03,broken clouds
639,Rio Gallegos,AR,-51.6226,-69.2181,287.18,54,40,1.03,scattered clouds
640,Sai Buri,TH,6.7013,101.6168,299.8,89,90,1.93,overcast clouds
641,Terney,RU,45.0503,136.6092,279.79,56,1,0.99,clear sky
642,Atbasar,KZ,51.8,68.3333,282.97,49,14,3.13,few clouds
643,Quatre Cocos,MU,-20.2078,57.7625,298.76,79,68,8.07,broken clouds
644,Barranca,PE,-10.75,-77.7667,292.78,82,23,4.85,few clouds
645,Maniitsoq,GL,65.4167,-52.9,265.24,67,51,6.56,broken clouds
646,Clarence Town,AU,-32.5833,151.7833,292.51,77,36,0.97,scattered clouds
647,Port Macquarie,AU,-31.4333,152.9167,292.53,72,43,1.63,scattered clouds
648,Krasnyye Barrikady,RU,46.2045,47.8535,279.13,81,0,2.0,clear sky
649,San Vicente,AR,-26.6167,-54.1333,285.88,79,0,1.99,clear sky
650,Bereda,ES,43.2686,-7.5406,282.67,100,8,0.89,clear sky
651,Kungurtug,RU,50.5994,97.5228,260.9,89,16,1.18,few clouds
652,Altamira,BR,-3.2033,-52.2064,297.07,96,92,1.12,overcast clouds
653,Sant Julia De Loria,AD,42.4625,1.4825,284.32,77,96,2.67,overcast clouds
654,La Ronge,CA,55.1001,-105.2842,268.29,36,100,6.69,overcast clouds
655,Mugla,TR,37.2303,28.3557,279.69,51,1,2.04,clear sky
656,Opuwo,NA,-18.0607,13.84,292.66,51,12,1.41,few clouds
657,Tabou,CI,4.423,-7.3528,300.28,84,92,3.74,light rain
658,Deputatskiy,RU,69.3,139.9,255.3,96,95,0.52,overcast clouds
659,Hurghada,EG,27.2574,33.8129,294.17,28,0,6.17,clear sky
660,Ortakoy,TR,38.7373,34.0387,275.29,62,7,1.06,clear sky
661,Tralee,IE,52.2704,-9.7026,284.52,96,98,3.04,overcast clouds
662,Qasigiannguit,GL,68.8193,-51.1922,262.29,95,79,1.65,broken clouds
663,Luwuk,ID,-0.9516,122.7875,299.83,80,100,0.81,overcast clouds
664,Labytnangi,RU,66.6572,66.4183,267.45,82,50,6.54,scattered clouds
665,Santa Rosa,PH,14.3122,121.1114,300.38,77,50,0.69,scattered clouds
666,Qobustan,AZ,40.0824,49.412,284.26,40,97,4.48,overcast clouds
667,Liepaja,LV,56.5419,21.0367,278.14,100,100,2.57,overcast clouds
668,Penarroya-Pueblonuevo,ES,38.3,-5.2667,287.84,70,56,1.25,broken clouds
669,Steinbach,DE,50.1667,8.5667,286.14,83,0,1.03,clear sky
670,Rorvik,NO,64.8621,11.2373,276.99,73,18,3.54,few clouds
671,Huanren,CN,41.2647,125.3667,281.05,49,39,2.26,scattered clouds
672,Karratha,AU,-20.7377,116.8463,303.75,28,64,7.24,broken clouds
673,Ipixuna,BR,-1.7625,-48.8043,297.53,95,93,1.69,overcast clouds
674,Mmathubudukwane,BW,-24.6,26.4333,292.35,54,0,1.55,clear sky
675,Barcelona,ES,41.3888,2.159,291.41,61,20,2.57,few clouds
676,Selizharovo,RU,56.8519,33.4487,275.88,90,100,1.19,overcast clouds
677,Esna,EG,25.2934,32.554,295.16,15,0,4.28,clear sky
678,Belmonte,BR,-15.8631,-38.8828,300.09,83,7,4.67,clear sky
679,Shymkent,KZ,42.3,69.6,287.48,63,0,3.0,clear sky
680,Gobabis,NA,-22.45,18.9667,293.76,29,85,4.93,overcast clouds
681,Bandarbeyla,SO,9.4942,50.8122,299.82,84,13,2.04,few clouds
682,Isangel,VU,-19.55,169.2667,301.7,74,88,5.75,overcast clouds
683,Muyezerskiy,RU,63.9333,31.65,272.73,97,100,2.22,snow
684,Chakradharpur,IN,22.7,85.6333,302.47,30,91,2.45,overcast clouds
685,Saint-Pierre,RE,-21.3393,55.4781,298.97,79,100,10.29,overcast clouds
686,Grand-Lahou,CI,5.1367,-5.0242,300.03,87,78,3.79,moderate rain
687,Casma,CL,-41.0082,-73.1244,289.75,97,0,1.23,clear sky
688,Lucea,JM,18.451,-78.1736,301.07,74,30,1.76,scattered clouds
689,Roald,NO,62.5833,6.1333,279.12,81,0,3.09,clear sky
690,Lazaro Cardenas,MX,17.9583,-102.2,300.37,63,100,4.38,overcast clouds
