City_ID,City,Country,Date,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed
277,Mosetse,BW,2022-04-12 20:22:38,-20.75,26.65,75.31,37,61,4.72
278,Luwuk,ID,2022-04-12 20:22:39,-0.9516,122.7875,75.78,77,85,3.58
279,San Cristobal,VE,2022-04-12 20:19:59,7.7669,-72.225,80.78,53,34,6.17
280,Bengkulu,ID,2022-04-12 20:22:39,-3.8004,102.2655,76.24,89,96,2.8
281,Haimen,CN,2022-04-12 20:23:40,23.1935,116.6142,69.69,88,0,2.59
282,Harnosand,SE,2022-04-12 20:23:40,62.6323,17.9379,33.82,88,20,4.34
283,Shaoguan,CN,2022-04-12 20:23:40,24.8,113.5833,69.85,84,17,2.51
284,Lorengau,PG,2022-04-12 20:23:41,-2.0226,147.2712,79.93,78,11,4.9
285,Dikson,RU,2022-04-12 20:23:41,73.5069,80.5464,23.86,96,100,1.32
286,Chapais,CA,2022-04-12 20:23:41,49.7834,-74.8492,42.58,72,46,13.69
287,Naryan-Mar,RU,2022-04-12 20:23:42,67.6713,53.087,29.21,92,99,10.0
288,Carutapera,BR,2022-04-12 20:23:42,-1.195,-46.02,78.37,89,100,6.06
289,Hargeysa,SO,2022-04-12 20:23:42,9.56,44.065,70.32,68,7,7.52
290,Qaanaaq,GL,2022-04-12 20:23:43,77.484,-69.3632,1.08,91,95,4.76
291,Beacon,US,2022-04-12 20:20:59,41.5048,-73.9696,72.32,44,40,13.8
292,Noumea,NC,2022-04-12 20:23:43,-22.2763,166.4572,77.0,99,1,7.23
293,Solnechnyy,RU,2022-04-12 20:23:43,50.7214,136.6319,23.32,96,100,4.92
294,Vila Velha,BR,2022-04-12 20:23:44,-20.3297,-40.2925,84.15,81,40,10.36
295,Saint George,US,2022-04-12 20:23:44,37.1041,-113.5841,54.95,11,0,13.8
296,Flin Flon,CA,2022-04-12 20:23:44,54.7682,-101.865,17.44,57,100,11.5
297,Pasni,PK,2022-04-12 20:23:45,25.2631,63.471,79.32,77,0,10.36
298,Koumac,NC,2022-04-12 20:23:45,-20.5667,164.2833,74.68,73,3,9.89
299,Russell,US,2022-04-12 20:23:45,32.3502,-85.1999,81.12,50,0,10.36
300,Macas,EC,2022-04-12 20:20:33,-2.3167,-78.1167,78.55,65,40,10.36
301,Acapulco,MX,2022-04-12 20:20:52,16.8634,-99.8901,85.82,66,75,10.36
302,Thinadhoo,MV,2022-04-12 20:23:46,0.5333,72.9333,83.91,68,27,12.5
303,Asau,RO,2022-04-12 20:23:46,46.4333,26.4,42.96,62,100,3.65
304,Kirakira,SB,2022-04-12 20:23:47,-10.4544,161.9205,80.58,81,50,5.91
305,Kigoma,TZ,2022-04-12 20:23:47,-4.8769,29.6267,74.98,74,75,0.29
306,Puro,PH,2022-04-12 20:23:47,12.4841,123.3827,77.31,86,100,7.11
307,Blackwater,AU,2022-04-12 20:23:48,-23.5833,148.8833,67.59,87,3,4.61
308,Ayia Galini,GR,2022-04-12 20:23:48,35.1,24.6833,52.75,65,6,1.99
309,Campoverde,PE,2022-04-12 20:23:48,-8.4753,-74.8058,89.29,58,96,2.3
310,Danielskuil,ZA,2022-04-12 20:23:49,-28.1887,23.5395,58.96,61,2,2.15
311,Merauke,ID,2022-04-12 20:23:49,-8.4667,140.3333,78.04,91,100,11.12
312,Kahului,US,2022-04-12 20:19:07,20.8947,-156.47,82.42,68,40,18.41
313,Shimoda,JP,2022-04-12 20:23:49,34.6667,138.95,63.1,95,36,7.94
314,Aquiraz,BR,2022-04-12 20:23:50,-3.9014,-38.3911,84.29,76,86,8.59
315,Soe,ID,2022-04-12 20:23:50,-9.8607,124.284,66.99,77,97,2.48
316,Mithi,PK,2022-04-12 20:23:50,24.7318,69.7981,77.16,84,0,18.25
317,Broken Hill,AU,2022-04-12 20:23:51,-31.95,141.4333,56.91,44,12,8.05
318,Hamilton,US,2022-04-12 20:21:52,39.1834,-84.5333,67.73,83,100,10.36
319,Puri,IN,2022-04-12 20:23:51,19.8,85.85,81.12,86,2,22.57
320,Lobito,AO,2022-04-12 20:23:51,-12.3481,13.5456,77.18,88,12,6.53
321,Thyboron,DK,2022-04-12 20:23:52,56.6985,8.2124,46.18,69,100,18.5
322,Port-Cartier,CA,2022-04-12 20:23:52,50.0334,-66.8654,34.75,100,100,2.51
323,Artyom,AZ,2022-04-12 20:23:52,40.4723,50.333,55.54,84,1,30.69
324,Batemans Bay,AU,2022-04-12 20:24:53,-35.7167,150.1833,58.1,86,8,3.67
325,Bundaberg,AU,2022-04-12 20:24:53,-24.85,152.35,68.29,97,32,6.91
326,Challapata,BO,2022-04-12 20:24:53,-18.9,-66.7667,58.55,14,6,11.7
327,Mnogovershinnyy,RU,2022-04-12 20:24:54,53.9353,139.9242,13.84,97,100,2.8
328,Kampene,CD,2022-04-12 20:24:54,-3.6,26.6667,71.38,91,100,1.74
329,Nova Aurora,BR,2022-04-12 20:24:54,-22.8667,-52.5667,75.18,88,69,5.68
330,Marrakesh,MA,2022-04-12 20:24:55,31.6315,-8.0083,64.47,55,40,11.5
331,Maturin,VE,2022-04-12 20:24:55,9.75,-63.1767,94.89,31,6,15.82
332,Ryotsu,JP,2022-04-12 20:24:55,38.0833,138.4333,58.37,78,100,2.64
333,Te Anau,NZ,2022-04-12 20:24:56,-45.4167,167.7167,42.04,90,72,1.59
334,Rocha,UY,2022-04-12 20:24:26,-34.4833,-54.3333,66.92,49,1,7.25
335,Mount Isa,AU,2022-04-12 20:24:56,-20.7333,139.5,80.37,34,75,9.22
336,Dargaville,NZ,2022-04-12 20:24:56,-35.9333,173.8833,65.53,78,100,16.15
337,Mlimba,TZ,2022-04-12 20:24:57,-8.8,35.8167,71.17,96,84,2.3
338,Torres,BR,2022-04-12 20:24:57,-29.3353,-49.7269,74.82,82,97,3.04
339,Requena,ES,2022-04-12 20:24:57,39.4883,-1.1004,48.52,93,100,2.82
340,Marystown,CA,2022-04-12 20:24:58,47.1666,-55.1483,44.85,100,34,8.01
341,Biak,ID,2022-04-12 20:24:58,-0.9131,122.8766,75.27,78,77,3.56
342,College,US,2022-04-12 20:22:58,64.8569,-147.8028,39.58,36,20,11.5
343,Mastung,PK,2022-04-12 20:24:58,29.7994,66.845,64.22,11,0,3.96
344,Kutum,SD,2022-04-12 20:24:59,14.2,24.6667,79.86,10,0,9.35
345,Dunmore East,IE,2022-04-12 20:24:59,52.1514,-6.9861,51.69,77,75,1.14
346,Ballina,AU,2022-04-12 20:24:59,-28.8667,153.5667,66.38,100,75,1.14
347,Zwedru,LR,2022-04-12 20:25:00,6.0667,-8.1281,75.56,96,90,4.7
348,Puerto El Triunfo,SV,2022-04-12 20:25:00,13.2833,-88.55,89.51,48,48,10.33
349,Sobolevo,RU,2022-04-12 20:25:00,54.4299,31.8996,34.68,98,100,19.93
350,Tadine,NC,2022-04-12 20:25:01,-21.55,167.8833,75.85,74,67,8.86
351,Havre-Saint-Pierre,CA,2022-04-12 20:25:01,50.2334,-63.5986,37.76,65,100,5.75
352,Adrar,MR,2022-04-12 20:25:02,20.5022,-10.0711,85.1,9,68,9.19
353,Garowe,SO,2022-04-12 20:25:02,8.4054,48.4845,79.12,65,1,12.3
354,Bad Sooden-Allendorf,DE,2022-04-12 20:25:03,51.2833,9.9833,53.15,69,100,3.67
355,Najran,SA,2022-04-12 20:25:03,17.4924,44.1277,77.65,20,0,4.97
356,Belaya Gora,RU,2022-04-12 20:25:03,68.5333,146.4167,-3.39,99,100,4.43
357,Terrace,CA,2022-04-12 20:22:10,54.5163,-128.6035,35.51,23,20,9.22
358,Husavik,IS,2022-04-12 20:25:04,66.0449,-17.3389,34.81,75,100,13.02
359,Port-Gentil,GA,2022-04-12 20:25:04,-0.7193,8.7815,80.96,83,34,10.78
360,Nsunga,TZ,2022-04-12 20:25:05,-1.1439,31.3947,64.49,84,74,2.66
361,Feijo,BR,2022-04-12 20:25:05,-8.1642,-70.3536,85.95,72,41,1.72
362,Calderitas,MX,2022-04-12 20:25:05,18.55,-88.25,86.11,70,40,18.41
363,Khatanga,RU,2022-04-12 20:24:17,71.9667,102.5,-6.84,94,52,7.65
364,Berga,NO,2022-04-12 20:25:06,60.392,5.328,44.15,61,0,3.44
365,Isangel,VU,2022-04-12 20:22:47,-19.55,169.2667,78.87,81,11,3.8
366,Ixtapa,MX,2022-04-12 20:25:06,20.7,-105.2,79.83,61,40,14.97
367,Soyo,AO,2022-04-12 20:25:06,-6.1349,12.3689,79.3,89,88,6.62
368,Lubumbashi,CD,2022-04-12 20:25:07,-11.6609,27.4794,62.35,96,10,3.53
369,Osmena,PH,2022-04-12 20:26:07,10.5208,119.9258,78.48,81,100,5.48
370,Tripoli,LY,2022-04-12 20:26:08,32.8752,13.1875,63.59,62,100,23.78
371,Artvin,TR,2022-04-12 20:26:08,41.1667,41.8333,36.12,98,99,3.65
372,Aasiaat,GL,2022-04-12 20:26:08,68.7098,-52.8699,27.7,83,24,6.73
373,Koshurnikovo,RU,2022-04-12 20:26:08,54.1667,93.3,17.74,95,37,3.74
374,Brae,GB,2022-04-12 20:26:09,60.3964,-1.353,42.94,82,100,17.07
375,Agadez,NE,2022-04-12 20:26:09,19.75,10.25,87.89,7,0,11.79
376,Petatlan,MX,2022-04-12 20:26:09,17.5167,-101.2667,85.8,47,100,7.85
377,Kedrovyy,RU,2022-04-12 20:26:10,56.1667,91.8167,19.87,99,81,2.77
378,Lasa,IT,2022-04-12 20:26:10,46.6166,10.7002,56.28,88,100,1.03
379,Lucapa,AO,2022-04-12 20:26:11,-8.4192,20.7447,69.17,84,74,2.24
380,Codrington,AU,2022-04-12 20:26:11,-38.2667,141.9667,52.47,88,68,1.79
381,Mana,GF,2022-04-12 20:26:11,5.6592,-53.7767,80.73,78,41,11.39
382,Mogadishu,SO,2022-04-12 20:26:12,2.0371,45.3438,82.56,76,8,10.09
383,Chumikan,RU,2022-04-12 20:26:12,54.7183,135.315,21.99,96,100,8.86
384,Marsa Matruh,EG,2022-04-12 20:26:12,31.3525,27.2453,59.2,55,0,13.8
385,Zaoyang,CN,2022-04-12 20:26:13,32.1272,112.7542,54.21,80,100,13.31
386,Nizwa,OM,2022-04-12 20:26:13,22.9333,57.5333,82.8,17,0,3.36
387,Ampere,BR,2022-04-12 20:26:13,-25.915,-53.4728,71.98,97,98,3.65
388,Deder,ET,2022-04-12 20:26:14,9.3167,41.45,58.37,70,11,3.71
389,Tura,IN,2022-04-12 20:21:26,25.5198,90.2201,71.55,91,100,4.0
390,Bella Union,UY,2022-04-12 20:26:14,-30.2752,-57.6007,73.02,67,94,8.1
391,Changli,CN,2022-04-12 20:26:14,39.7042,119.1506,47.26,38,100,4.12
392,Mombaca,BR,2022-04-12 20:26:15,-5.7431,-39.6275,84.87,64,100,3.91
393,Xichang,CN,2022-04-12 20:26:15,27.8964,102.2634,55.99,84,0,1.3
394,Beringovskiy,RU,2022-04-12 20:26:15,63.05,179.3167,18.57,94,100,14.36
395,Rabat,MA,2022-04-12 20:26:16,33.9911,-6.8401,61.16,80,75,5.75
396,Tijuana,MX,2022-04-12 20:22:22,32.5333,-117.0167,69.24,37,20,23.02
397,Sergeyevka,KZ,2022-04-12 20:26:16,53.88,67.4158,47.37,47,100,16.2
398,Kuito,AO,2022-04-12 20:26:17,-12.3833,16.9333,59.92,90,88,2.66
399,Khandyga,RU,2022-04-12 20:26:17,62.6667,135.6,-6.52,100,94,1.72
400,Tabou,CI,2022-04-12 20:26:17,4.423,-7.3528,80.91,84,100,7.05
401,Beipiao,CN,2022-04-12 20:26:18,41.7919,120.7792,40.96,30,97,3.67
402,Pitimbu,BR,2022-04-12 20:23:03,-7.4706,-34.8086,82.99,73,72,9.13
403,Shahgarh,IN,2022-04-12 20:26:18,24.3167,79.1333,89.78,18,92,5.21
404,Filingue,NE,2022-04-12 20:26:18,14.3521,3.3168,96.55,17,54,1.16
405,Marsh Harbour,BS,2022-04-12 20:24:05,26.5412,-77.0636,75.15,60,2,17.4
406,Aswan,EG,2022-04-12 20:26:19,24.0934,32.907,81.7,12,0,9.22
407,Udachnyy,RU,2022-04-12 20:26:19,66.4167,112.4,5.09,100,98,2.82
408,Takoradi,GH,2022-04-12 20:26:20,4.8845,-1.7554,81.55,81,100,11.03
409,Sai Buri,TH,2022-04-12 20:26:20,6.7013,101.6168,77.77,87,94,2.28
410,Saquena,PE,2022-04-12 20:26:20,-4.6667,-73.5167,82.69,88,100,1.77
411,Yakeshi,CN,2022-04-12 20:26:21,49.2833,120.7333,29.35,50,77,0.49
412,Walvis Bay,NA,2022-04-12 20:26:21,-22.9575,14.5053,59.09,88,100,2.3
413,Finschhafen,PG,2022-04-12 20:27:22,-6.6024,147.8681,79.43,79,25,5.66
414,Dakar,SN,2022-04-12 20:23:56,14.6937,-17.4441,69.93,88,20,9.22
415,Rakvice,CZ,2022-04-12 20:27:22,48.8581,16.8133,50.92,69,11,5.14
416,Emba,KZ,2022-04-12 20:26:47,48.8264,58.1442,54.88,68,14,6.49
417,Keti Bandar,PK,2022-04-12 20:27:23,24.1447,67.4497,80.11,78,0,14.61
418,Orlik,RU,2022-04-12 20:27:23,52.5178,99.825,0.01,94,100,1.68
419,Mecca,SA,2022-04-12 20:27:23,21.4267,39.8261,83.46,36,0,3.47
420,Fayaoue,NC,2022-04-12 20:27:23,-20.65,166.5333,78.4,73,14,6.53
421,Bahia Blanca,AR,2022-04-12 20:27:24,-38.7196,-62.2724,58.19,59,52,11.97
422,Miyako,JP,2022-04-12 20:23:21,39.6367,141.9525,55.29,73,100,6.24
423,Chara,RU,2022-04-12 20:27:24,56.9064,118.2631,9.95,80,55,2.28
424,Mehamn,NO,2022-04-12 20:27:25,71.0357,27.8492,30.11,72,97,16.2
425,Westport,US,2022-04-12 20:24:06,41.1415,-73.3579,72.28,49,20,11.5
426,Ipixuna,BR,2022-04-12 20:27:25,-1.7625,-48.8043,78.98,86,93,4.88
427,Peabiru,BR,2022-04-12 20:27:25,-23.9128,-52.3431,74.5,90,99,1.32
428,Ramsgate,GB,2022-04-12 20:27:26,51.3358,1.4155,54.84,80,100,3.0
429,Fort Nelson,CA,2022-04-12 20:23:07,58.8053,-122.7002,18.99,42,75,5.75
430,Kaspiyskiy,RU,2022-04-12 20:27:26,45.3929,47.3707,51.22,79,98,33.69
431,Mezhdurechensk,RU,2022-04-12 20:27:26,53.6942,88.0603,24.46,99,45,1.54
432,Quang Ngai,VN,2022-04-12 20:27:27,15.1167,108.8,72.82,94,35,1.54
433,Anadyr,RU,2022-04-12 20:27:27,64.75,177.4833,25.3,80,75,26.84
434,Bonthe,SL,2022-04-12 20:27:27,7.5264,-12.505,79.03,87,93,7.7
435,Moranbah,AU,2022-04-12 20:27:28,-22.0016,148.0466,67.39,92,19,7.96
436,Ostrovnoy,RU,2022-04-12 20:27:28,68.0531,39.5131,23.47,92,14,11.25
437,Grand Haven,US,2022-04-12 20:27:28,43.0631,-86.2284,69.85,19,100,14.97
438,Lazi,UA,2022-04-12 20:27:29,48.0667,24.2333,30.6,89,59,4.76
439,Mundo Nuevo,MX,2022-04-12 20:27:29,18.7,-95.5,83.55,70,100,16.44
440,Barao De Melgaco,BR,2022-04-12 20:27:29,-16.1944,-55.9675,88.74,49,100,3.4
441,Kez,RU,2022-04-12 20:27:30,57.8979,53.7152,36.57,93,0,4.99
442,Malaut,IN,2022-04-12 20:27:30,30.2167,74.4833,79.92,14,0,4.45
443,Sambava,MG,2022-04-12 20:27:30,-14.2667,50.1667,75.58,89,12,10.38
444,Rajsamand,IN,2022-04-12 20:27:31,25.0667,73.8833,79.02,18,0,7.67
445,Ponta Do Sol,PT,2022-04-12 20:27:31,32.6667,-17.1,65.12,73,42,6.55
446,Sisimiut,GL,2022-04-12 20:27:31,66.9395,-53.6735,30.9,70,37,7.83
447,Mbandaka,CD,2022-04-12 20:27:31,0.0487,18.2603,76.6,72,9,3.71
448,Necochea,AR,2022-04-12 20:27:32,-38.5473,-58.7368,58.35,68,34,15.9
449,Ahuimanu,US,2022-04-12 20:27:32,21.4447,-157.8378,82.11,72,40,16.11
450,Calama,CL,2022-04-12 20:27:32,-22.4667,-68.9333,68.49,18,0,25.32
451,Padang,ID,2022-04-12 20:27:33,-0.9492,100.3543,76.98,88,56,2.59
452,Moose Factory,CA,2022-04-12 20:27:33,51.2585,-80.6094,44.6,56,100,19.57
453,Port Hardy,CA,2022-04-12 20:27:33,50.6996,-127.4199,46.58,46,75,14.97
454,Bereda,ES,2022-04-12 20:27:34,43.2686,-7.5406,46.45,96,20,3.58
455,Dalbandin,PK,2022-04-12 20:27:34,28.8947,64.4101,76.78,8,42,3.53
456,Zaltan,LY,2022-04-12 20:27:34,32.947,11.8665,67.78,52,70,20.11
457,Ust-Maya,RU,2022-04-12 20:27:35,60.4167,134.5333,-3.01,100,55,0.89
458,Muros,ES,2022-04-12 20:28:35,42.7762,-9.0603,56.84,89,33,5.48
459,Waingapu,ID,2022-04-12 20:28:35,-9.6567,120.2641,76.23,76,97,5.14
460,Do Gonbadan,IR,2022-04-12 20:28:36,30.3586,50.7981,71.69,24,60,0.0
461,Wieliczka,PL,2022-04-12 20:28:36,49.9874,20.0647,46.22,43,100,4.81
462,Tomatlan,MX,2022-04-12 20:28:36,19.9333,-105.25,96.22,31,100,15.01
463,Ermont,FR,2022-04-12 20:28:37,48.99,2.258,63.21,68,0,6.91
464,Ilulissat,GL,2022-04-12 20:28:37,69.2167,-51.1,30.22,59,0,6.91
465,Lawigan,PH,2022-04-12 20:28:37,10.487,122.0354,73.72,90,100,2.89
466,Dubuque,US,2022-04-12 20:25:17,42.4833,-90.8668,66.61,47,100,27.63
467,Ust-Kuyga,RU,2022-04-12 20:27:16,70.0167,135.6,-8.34,100,100,0.98
468,Sault Sainte Marie,CA,2022-04-12 20:28:38,46.5168,-84.3333,53.89,32,0,8.05
469,Maniwaki,CA,2022-04-12 20:28:38,46.3834,-75.966,61.18,21,82,13.8
470,Akyab,MM,2022-04-12 20:28:38,20.15,92.9,79.81,82,7,5.66
471,Portales,US,2022-04-12 20:26:37,34.1862,-103.3344,81.93,10,2,18.01
472,Bandarbeyla,SO,2022-04-12 20:28:39,9.4942,50.8122,81.41,80,7,6.64
473,Ayan,RU,2022-04-12 20:28:39,56.45,138.1667,19.4,83,99,5.28
474,Fortuna,US,2022-04-12 20:28:39,40.5982,-124.1573,51.98,71,100,8.05
475,Pundaguitan,PH,2022-04-12 20:28:40,6.3711,126.1689,81.72,73,100,8.84
476,Oudtshoorn,ZA,2022-04-12 20:28:40,-33.5907,22.2014,62.96,52,2,1.16
477,Abu Samrah,SY,2022-04-12 20:28:40,35.3029,37.1841,51.08,78,0,14.92
478,Bay Roberts,CA,2022-04-12 20:28:41,47.5999,-53.2648,42.06,67,93,11.99
479,Kathmandu,NP,2022-04-12 20:28:41,27.7167,85.3167,68.22,88,20,2.3
480,Oyama,JP,2022-04-12 20:28:41,36.3,139.8,65.59,74,14,1.97
481,Sitka,US,2022-04-12 20:28:42,57.0531,-135.33,42.69,28,20,8.05
482,Namatanai,PG,2022-04-12 20:28:42,-3.6667,152.4333,78.13,78,42,6.6
483,Saba,HN,2022-04-12 20:28:42,15.4667,-86.25,86.31,48,92,6.55
484,Kupang,ID,2022-04-12 20:25:23,-10.1667,123.5833,76.87,85,66,2.66
485,Coari,BR,2022-04-12 20:26:12,-4.085,-63.1414,82.06,87,92,3.24
486,Gannan,CN,2022-04-12 20:28:43,47.9147,123.5031,34.86,37,100,6.44
487,Mayumba,GA,2022-04-12 20:26:20,-3.432,10.6554,78.06,89,41,4.56
488,Sevierville,US,2022-04-12 20:28:27,35.8681,-83.5618,73.62,55,100,5.08
489,Razumnoye,RU,2022-04-12 20:28:43,50.5344,36.6846,43.88,100,75,11.18
490,Tuatapere,NZ,2022-04-12 20:28:44,-46.1333,167.6833,46.15,81,70,3.78
491,Deputatskiy,RU,2022-04-12 20:28:44,69.3,139.9,-0.87,97,100,2.39
492,Bograd,RU,2022-04-12 20:28:44,54.2344,90.8328,27.84,97,93,3.02
493,Pingtung,TW,2022-04-12 20:28:45,22.6714,120.4881,76.82,76,40,2.3
494,Valparaiso,CL,2022-04-12 20:28:45,-33.0393,-71.6273,73.63,46,0,13.8
495,Alice Springs,AU,2022-04-12 20:28:45,-23.7,133.8833,69.22,32,6,0.0
496,Saint-Michel-Des-Saints,CA,2022-04-12 20:27:41,46.6834,-73.9159,52.93,65,6,10.76
497,Buchanan,LR,2022-04-12 20:28:46,5.8808,-10.0467,79.72,87,100,6.87
498,Maningrida,AU,2022-04-12 20:28:46,-12.0667,134.2667,75.9,96,73,6.67
499,Altay,CN,2022-04-12 20:28:46,47.8667,88.1167,37.54,39,0,8.63
500,Kitimat,CA,2022-04-12 20:28:47,54.0524,-128.6534,35.98,36,63,11.27
501,Risti,EE,2022-04-12 20:28:47,58.9975,24.058,36.59,77,4,4.12
502,Itarema,BR,2022-04-12 20:28:47,-2.9248,-39.9167,80.2,84,100,8.84
503,Egvekinot,RU,2022-04-12 20:28:48,66.3167,-179.1667,0.21,90,100,12.59
504,Banda Aceh,ID,2022-04-12 20:25:03,5.5577,95.3222,80.08,81,43,6.67
505,Pangkalanbuun,ID,2022-04-12 20:29:48,-2.6833,111.6167,73.04,97,68,1.01
506,Srednekolymsk,RU,2022-04-12 20:29:48,67.45,153.6833,-11.74,100,81,0.98
507,Abalak,RU,2022-04-12 20:29:49,58.1286,68.5944,31.93,92,60,6.11
508,Lixourion,GR,2022-04-12 20:29:49,38.2019,20.4314,53.91,72,62,2.37
509,Kamina,CD,2022-04-12 20:29:49,-8.7386,24.9906,65.71,93,63,2.66
510,Sechura,PE,2022-04-12 20:29:50,-5.5569,-80.8222,81.84,56,32,14.9
511,Barcelona,ES,2022-04-12 20:28:12,41.3888,2.159,60.75,80,75,18.41
512,West Wendover,US,2022-04-12 20:29:50,40.7391,-114.0733,42.01,22,40,25.32
513,Bagu,PH,2022-04-12 20:29:50,18.4228,121.3583,75.07,88,71,3.83
514,Awjilah,LY,2022-04-12 20:29:51,29.1081,21.2869,67.24,23,100,8.57
515,Henties Bay,NA,2022-04-12 20:29:51,-22.116,14.2845,65.34,79,100,6.85
516,Komsomolskiy,UZ,2022-04-12 20:29:51,40.4272,71.7189,65.12,55,53,6.91
517,Eureka,US,2022-04-12 20:29:52,40.8021,-124.1637,53.2,64,75,5.01
518,Kamenka,RU,2022-04-12 20:29:52,51.3223,42.7678,53.2,75,42,13.87
519,Big Spring,US,2022-04-12 20:29:52,32.2504,-101.4787,90.23,8,0,21.85
520,Enugu,NG,2022-04-12 20:29:53,6.4402,7.4943,76.39,94,75,9.22
521,Kinablangan,PH,2022-04-12 20:29:53,7.6947,126.5503,78.44,75,85,8.03
522,Alofi,NU,2022-04-12 20:29:53,-19.0595,-169.9187,82.29,83,40,5.75
523,Wanxian,CN,2022-04-12 20:29:54,30.8039,108.3897,59.38,92,2,3.78
524,Illela,NG,2022-04-12 20:29:54,13.7292,5.2975,92.52,15,7,3.27
525,Santa Isabel,BR,2022-04-12 20:29:54,-23.3156,-46.2214,81.7,79,100,3.76
526,Kholmogory,RU,2022-04-12 20:29:55,64.2229,41.656,33.35,96,100,2.19
527,Vao,NC,2022-04-12 20:29:55,-22.6667,167.4833,75.83,72,2,11.72
528,Huarmey,PE,2022-04-12 20:29:55,-10.0681,-78.1522,73.09,72,9,13.56
529,Caravelas,BR,2022-04-12 20:29:55,-17.7125,-39.2481,79.41,75,96,5.19
530,Tiarei,PF,2022-04-12 20:29:56,-17.5333,-149.3333,86.02,74,12,17.52
531,Lake City,US,2022-04-12 20:28:48,30.1897,-82.6393,85.62,39,0,3.44
532,Saint-Augustin,CA,2022-04-12 20:29:56,51.226,-58.6502,35.15,100,90,5.14
533,Richards Bay,ZA,2022-04-12 20:29:57,-28.783,32.0377,70.43,93,42,7.45
534,Svetlopolyansk,RU,2022-04-12 20:29:57,59.4184,52.3605,34.48,99,68,4.99
535,Umm Lajj,SA,2022-04-12 20:29:57,25.0213,37.2685,75.27,63,100,8.95
536,Lagos,NG,2022-04-12 20:29:57,6.5833,3.75,77.32,84,95,4.03
537,Pontianak,ID,2022-04-12 20:27:56,-0.0333,109.3333,75.18,100,75,1.14
538,Santa Cruz De La Palma,ES,2022-04-12 20:29:58,28.6835,-17.7642,66.34,72,40,17.27
539,Pochutla,MX,2022-04-12 20:29:58,15.7432,-96.4661,89.82,44,100,11.54
540,Abu Dhabi,AE,2022-04-12 20:25:26,24.4667,54.3667,86.02,43,0,5.75
541,Camacha,PT,2022-04-12 20:29:59,33.0833,-16.3333,58.42,94,75,17.27
542,Marawi,PH,2022-04-12 20:29:59,7.9986,124.2928,67.6,95,76,3.22
543,Kingaroy,AU,2022-04-12 20:29:59,-26.5333,151.8333,59.04,100,100,3.44
544,Camargo,MX,2022-04-12 20:30:00,27.6667,-105.1667,86.47,8,0,16.28
545,Porto Novo,BJ,2022-04-12 20:30:00,6.4965,2.6036,75.02,75,94,6.06
546,Isahaya,JP,2022-04-12 20:30:00,32.8411,130.0431,65.35,88,60,1.72
547,Oistins,BB,2022-04-12 20:30:01,13.0667,-59.5333,82.49,61,20,21.85
548,Lakes Entrance,AU,2022-04-12 20:30:02,-37.8811,147.981,52.16,77,70,7.0
549,Buraydah,SA,2022-04-12 20:29:29,26.326,43.975,79.25,15,57,11.34
550,Olinda,BR,2022-04-12 20:29:37,-8.0089,-34.8553,83.93,65,40,6.91
551,Ulaanbaatar,MN,2022-04-12 20:30:20,47.9077,106.8832,15.93,79,0,0.0
552,Calatayud,ES,2022-04-12 20:31:03,41.3535,-1.6432,47.55,57,100,3.13
553,Macia,MZ,2022-04-12 20:31:04,-25.0269,33.0989,71.46,94,0,5.59
554,Soldotna,US,2022-04-12 20:28:52,60.4878,-151.0583,45.95,54,0,6.91
